title,desc,push_time,content,url
供电公司收取的逾期付款滞纳金和违章用电罚款，是否缴纳增值税？,问：供电公司收取的逾期付款滞纳金和违章用电罚款，是否缴纳增值税？,2013-06-27,答：根据《增值税暂行条例》规定，销售额为纳税人销售货物或者应税劳务向购买方收取的全部价款和价外费用，但是不包括收取的销项税额。另根据《增值税暂行条例实施细则》规定，价外费用包括价外向购买方收取的手续费、补贴、基金、集资费、返还利润、奖励费、违约金、滞纳金、延期付款利息、赔偿金、包装费、包装物租金、储备费、优质费、运输装卸费以及其他各种性质的价外收费。供电公司收取的用电逾期付款滞纳金和违章用电罚款是用电过程中收取的价外费用，应按规定并入销售收入缴纳增值税。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201306/t20130627_211509.htm
房地产企业申报年报时，业务招待费如何计算填报?,问：房地产企业申报年报时，业务招待费如何计算填报?,2013-05-27,答：地产开发企业业务招待费计算基数=完工开发产品销售收入+未完工开发产品销售收入年末数-未完工开发产品销售收入年初数+其他业务收入+视同销售收入对以房地产开发企业的未完工开发产品销售收入，为基数扣除的业务招待费，在年报附表三《纳税调整项目明细表》 “二、扣除类调整项目” 第40行 “ 20.其他”对应列次，进行相应的纳税调整。广告费和业务宣传费计算填报方式同业务招待费。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206451.htm
弥补亏损后的应纳税所得额小于30万元的，可否享受税收优惠？,问：我企业2012年度汇算，纳税调整后所得为40万，2011年有未弥补的亏损15万，可否享受小型微利企业的优惠政策？,2013-05-27,答：《中华人民共和国企业所得税法》第五条规定：企业每一纳税年度的收入总额，减除不征税收入、免税收入、各项扣除以及允许弥补的以前年度亏损后的余额，为应纳税所得额。所以该企业应先弥补亏损，弥补完之后的为应纳税所得额，为40-15=25万元，可以享受小型微利企业的优惠政策。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206450.htm
企业在春节购买金额较大的烟花爆竹，能否税前扣除？,"问：企业在春节购买金额较大的烟花爆竹,所得税前是否可以扣除?",2013-05-27,答：根据《企业所得税法》第八条规定，企业实际发生的与取得收入有关的、合理的支出，包括成本、费用、税金、损失和其他支出，准予在计算应纳税所得额时扣除。《企业所得税法实施条例》第二十七规定，《企业所得税法》第八条所规定的合理支出，是指符合生产经营活动常规，应当计入当期损益或者有关资产成本的必要和正常的支出。根据上述规定，企业在春节购买烟花爆竹不属于生产经营活动必要和正常支出，因此不能在税前扣除。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206448.htm
临时工的工资是否可以作为企业年金的计缴基数？,问：企业因雇用临时工发生的费用按税法规定在区分工资性和福利后可以进行税前扣除。鉴于临时工不是企业年金的计缴对象，那么，临时工的工资是否可以作为企业年金的计缴基数？,2013-05-27,答：根据《国家税务总局关于企业所得税应纳税所得额若干税务处理问题的公告》（国家税务总局公告2012年第15号）规定，企业因雇用季节工、临时工、实习生、返聘离退休人员以及接受外部劳务派遣用工所实际发生的费用，应区分为工资薪金支出和职工福利费支出，并按《企业所得税法》规定在企业所得税前扣除。其中属于工资薪金支出的，准予计入企业工资薪金总额的基数，作为计算其他各项相关费用扣除的依据。按照上述规定，企业年金的计算基数应为企业职工工资总额，包括企业临时工的工资薪金支出。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206447.htm
2012年发生的费用支出2013年取得发票，税务如何处理？,问：企业2012年发生的费用支出，因当时没有取得发票未入账，2013年取得发票后，能否在2013年企业所得税税前扣除？,2013-05-27,答：根据《国家税务总局关于企业所得税若干问题的公告》（国家税务总局公告2011年第34号）第六条：企业当年度实际发生的相关成本、费用，由于各种原因未能及时取得该成本、费用的有效凭证，企业在预缴季度所得税时，可暂按账面发生金额进行核算；但在汇算清缴时，应补充提供该成本、费用的有效凭证。根据《国家税务总局关于企业所得税应纳税所得额若干税务处理问题的公告》（国家税务总局公告2012年第15号）第六条关于以前年度发生应扣未扣支出的税务处理问题：根据《中华人民共和国税收征收管理法》的有关规定，对企业发现以前年度实际发生的、按照税收规定应在企业所得税前扣除而未扣除或者少扣除的支出，企业做出专项申报及说明后，准予追补至该项目发生年度计算扣除，但追补确认期限不得超过5年。按照上述规定，企业在预缴季度所得税时，可暂按账面发生金额进行核算，如有关发票在汇算清缴期结束之前取得，企业正常进行2012年汇算清缴即可；如有关发票在汇算清缴期结束时仍未取得，则有关支出2012年度不得税前扣除，待实际取得后，按规定准予追补至该项目发生年度计算扣除。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206440.htm
出口退税申报明细表中的申报商品代码是否需要录入？,问：出口退税申报明细表中的申报商品代码是否需要录入？,2013-05-27,答：根据国家税务总局2012年第24号公告第十一条第（十）项的规定，出口企业和其他单位出口财税[2012]39号文件第九条第（二）项第6目所列的货物，应按财税[2012]39号文件附件9所列原料对应海关税则号在出口货物劳务退税率文库中对应的退税率申报纳税或免税或退（免）税。如有此情形发生，需录入“申报商品代码”，其他情形下，不需录入“申报商品代码”。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206428.htm
“营改增”之后企业发生留抵抵欠税的，如何申报？,答：“营改增”之后，企业当月发生留抵抵欠税的，根据《国家税务总局关于北京等8省市营业税改征增值税试点增值税纳税申报有关事项的公告》（国家税务总局公告2012年第43号）、需要将抵缴的欠税填列在附表二进项税转出第21栏“上期留抵税额抵减欠税”，并对应反映在主表14栏“进项税额转出”即可。,2013-05-27,,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206427.htm
增值税专用发票误作废，对方已认证如何处理？,问：我们开给客人的增值税发票，系统里不小心按错作废了，但对方早已认证，这样的情况怎么处理？,2013-05-27,答：如果是4月份的发票还没有抄报税，可以在5月初企业抄税后来国税报税，把这张发票恢复成正常。如果已经抄税了可以把这张作废发票的销售收入在申报的时候补报。这样让对方抵扣也就没事了。但事后国税肯定有一个调查，你把补上销售收入的事情跟管理员说清楚也就没事了。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206425.htm
酒类生产企业，关于包装物押金的税务处理？,答：根据《国家税务总局关于取消包装物押金逾期期限审批后有关问题的通知》国税函[2004]827号规定，原《 国家税务总局关于印发〈增值税问题解答（之一）〉的通知》（国税函发〔1995〕288号）第十一条“个别包装物周转使用期限较长的，报经税务征收机关确定后，可适当放宽逾期期限”的规定取消后，为了加强管理工作，现就有关问题明确如下：纳税人为销售货物出租包装物而收取的押金，无论包装物周转使用期限长短，超过一年（含一年）以上仍不退还的均并入销售额征税。,2013-05-27,,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206423.htm
“营改增”企业既从事设计又从事加工，如何计算销售额？,问: 我公司是一般纳税人，属于试点地区的“营改增”企业，既从事轮胎的设计，又从事轮胎的加工，如何计算销售额？,2013-05-27,答：纳税人如果能分别核算上述两项的销售额，则提供文化创意服务适用6％的增值税税率，提供加工修理修配劳务的适用17％的增值税税率；如果纳税人没有分别核算上述两项业务的销售额，则提供文化创意服务和提供加工修理修配劳务均从高适用17％的增值税税率。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201305/t20130527_206421.htm
领购发票为什么在网络开票软件票源下载中无法下载？,问：我购买的通用机打三联发票为什么在网络开票软件票源下载中无法下载？,2013-04-26,答：如果您是新开户，那么开通资格必须要在购买发票之前，如果先购买了发票，后再开通资格，那么只有将发票退票，等待十五分钟后再发售；如果不是第一次使用网络发票，那么票源无法下载的原因有可能是您的网络不通畅，有可能是杀毒软件阻止，建议您在采用WEB端开票时使用IE浏览器，并关闭杀毒软件；如果采用客户端方式，检查软件是否安装正确，网络是否通畅，并咨询税务机关税务端是否正常。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130426_203613.htm
“营改增”业务能否全市通办？,问：我是江东区的营改增企业，我能不能在你们高新区国税办理发票认证业务？柜台不能受理的话那自助机能不能用？,2013-04-26,答：“营改增”业务的全市通办目前暂不执行，因此您不能在高新区国税办理任何营改增业务，包括发票认证。对于高新区国税大厅的自助机，需确保你企业已在江东“ARM自助办税管理监控系统”登记并牢记密码的前提下，可以使用，货运增值税发票无法认证。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130426_203612.htm
网厅申报成功后，如何打印申报表？,问：今年年报采用网厅申报，申报成功后打印出来的申报表为什么格式不正确，或者无法全部显示？,2013-04-26,答：申报表打印需单页打印，点击“打印”后可通过设置页码，选择相应的页码进行单页打印，同时点击“属性”按钮，根据表格样式选择方向为“横向”或“纵向”，即可打印出完整报表。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130426_203610.htm
“营改增”的定额户如何申报？,问：我单位为从事营改增业务的定期定额户，能进行电话申报或者网上申报吗？,2013-04-26,答：目前，从事营改增业务的定期定额户电话申报、网上申报目前不能实现，只能选择上门申报。不久，上述纳税人可通过网络进行在线申报。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130426_203607.htm
关联企业之间无偿拆借资金其利息收入是否需要确认？,问：请问关联企业之间无偿拆借资金其利息收入是否需要确认？,2013-04-26,答：《中华人民共和国税收征收管理法》第三十六条规定，企业或者外国企业在中国境内设立的从事生产、经营的机构、场所与其关联企业之间的业务往来，应当按照独立企业之间的业务往来收取或者支付价款、费用；不按照独立企业之间的业务往来收取或者支付价款、费用，而减少其应纳税的收入或者所得额的，税务机关有权进行合理调整。《中华人民共和国企业所得税法》第四十一条第一款规定，企业与其关联方之间的业务往来，不符合独立交易原则而减少企业或者其关联方应纳税收入或者所得额的，税务机关有权按照合理方法调整。因此，关联企业之间无偿拆借资金，税务机关有权要求借出企业按照金融企业同期同类贷款基准利率计算确认利息收入，借入企业凭合法有效凭证在税前列支。但是，如果是实际税负相同的境内关联方之间的交易，只要该交易没有直接或间接导致国家总体税收收入的减少，原则上不做转让定价调查、调整。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130426_203605.htm
公司转制重组的税务处理？,问：本公司进行了转制重组，重组前淘汰原材料作为废品处理了，同时也缴纳此部分已抵扣的进项增值税款。请问：（1）这个是专项申报还是清单申报？（2）资料需要那些？（3）申报办理时限如何规定？,2013-04-26,答：一、根据《 国家税务总局关于发布<企业资产损失所得税税前扣除管理办法>的公告》(国家税务总局公告2011年第25号)第九条规定：“下列资产损失，应以清单申报的方式向税务机关申报扣除：（一）企业在正常经营管理活动中，按照公允价格销售、转让、变卖非货币资产的损失；（二）企业各项存货发生的正常损耗；（三）企业固定资产达到或超过使用年限而正常报废清理的损失；（四）企业生产性生物资产达到或超过使用年限而正常死亡发生的资产损失；（五）企业按照市场公平交易原则，通过各种交易场所、市场等买卖债券、股票、期货、基金以及金融衍生产品等发生的损失。”第十条规定：“前条以外的资产损失，应以专项申报的方式向税务机关申报扣除。企业无法准确判别是否属于清单申报扣除的资产损失，可以采取专项申报的形式申报扣除。 ”二、企业在生产经营活动中实际发生的、与取得应税收入有关的除属于清单申报外的存货及工程物资损失需依照规定的程序和要求向主管税务机关进行专项申报，逐项（或逐笔）报送申请报告，同时附送会计核算资料及其他相关的纳税资料。未经专项申报的损失，不得在税前扣除。资产损失实际发生或已符合法定资产损失确认条件，且企业会计上已作损失处理后至企业办理所得税汇算清缴申报前，对汇总纳税企业所属分支机构，应在每年5月31日前报送。三、如果企业采用专项申报方式，资料提供为：（一）验证资料：税务登记证副本原件和经办人身份证；（二）报送主表：《资产损失专项申报明细表》（一式二份）；《资产损失专项申请报告表》（一式二份）；（三）附送资料：存货报废、毁损或变质损失，需提供以下证明材料：（1）存货计税成本的确定依据（复印件，一式一份）；（2）企业内部关于存货报废、毁损、变质、残值情况说明及核销资料（复印件，一式一份）；（3）涉及责任人赔偿的，应当有赔偿情况说明（复印件，一式一份）；（4）该项损失数额较大的（指占企业该类资产计税成本10%以上，或减少当年应纳税所得、增加亏损10%以上，下同），应有专业技术鉴定意见或法定资质中介机构出具的专项报告等（复印件，一式一份）。四、对于固定资产（车辆）清理，如要享受增值税减半征收政策，需要事前到窗口进行优惠备案；如果发生处置损失，应采用清单申报方式进行所得税损失扣除申报。五、资产损失申报期限一般为每年汇算清缴前。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130426_203604.htm
折旧年限长于税收规定的，是否需要调整？,问：企业固定资产会计折旧年限长于税收规定的最低折旧年限，年度纳税申报时其会计折旧是否可以进行调整？,2013-04-26,答：企业固定资产会计折旧年限长于税收规定的最低折旧年限是符合税法规定的，因此不做纳税调减处理。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130426_203602.htm
赠品出口税务如何处理？,问：2012年12月份我公司出口货物一票，其中包括一些赠品，报关时货代说赠品必须分开报关，就这样变成了两张报关单。帐务处理时我就做了两票出口货物，现在出现货物的那张报关单来了，赠品的那张报关单不来了，而且电子口岸中赠品的那票信息了没有。那我现在2月份要做收齐时，该如何处理？,2013-04-26,答：货物出口一票正常报出口退税做收齐，赠品一票应无报关单“出口退税”联，外销中应红字冲掉转内销处理。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130426_203601.htm
"文件包里有笔记本配套出口,笔记本能申请退税吗?","问：我企业主要生产塑料制文件夹,文件包等文具类产品,有一款文件包里有笔记本配套出口的,笔记本能申请退税吗?",2013-04-25,答：您可以根据财税[2012]39号文件中附件4《视同自产货物的具体范围》中“与本企业所生产的货物属于配套出口，且出口给进口本企业自产货物的境外单位或个人的外购货物，符合下列条件之一的 ：1、用于维修本企业出口的自产货物的工具、零部件、配件。2、不经过本企业加工或组装，出口后能直接与本企业自产货物组合成成套设备的货物。”,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130425_203584.htm
请问在计算文化事业建设费时能否按照差额征收？,问：从事广告业的试点一般纳税人取得试点小规模纳税人代开的增值税专用发票按照3%抵扣销项税额，那么请问在计算文化事业建设费时还能否按照差额征收？,2013-04-25,答：根据《财政部 国家税务总局关于营业税改征增值税试点中文化事业建设费征收有关问题的补充通知》（财综[2012]96号）的规定：“ 一、财综[2012]68号文件第二条计算缴纳文化事业建设费的销售额，为纳税人提供广告服务取得的全部含税价款和价外费用，减除支付给试点地区或非试点地区的其他广告公司或广告发布者的含税广告发布费后的余额。允许扣除的价款应当取得符合法律、行政法规和国家税务总局有关规定的凭证，否则不予扣除。上述凭证包括增值税发票和营业税发票。”如果从事广告的试点一般纳税人取得试点小规模纳税人代开的广告发布费的增值税专用发票，您缴纳文化事业建设费的计费依据可以按照差额征收后的销售额确定。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130425_203582.htm
“营改增”纳税人，发生的技术转让等业务，需要备案吗？,问：我单位为“营改增”企业，发生的技术转让、技术开发业务，免增增值税，需要备案吗？,2013-04-25,答：该事项属于增值税优惠备案类，企业需要提供以下资料前来税务机关备案。（一）免税申请；（二）《税收优惠备案报告表》；（三）技术转让、技术开发和与之相关的技术咨询、技术服务业务合同原件和复印件；（四）宁波市级以上科技主管部门对合同认定登记证明原件和复印件；（五）外国企业和外籍个人从境外向中国境内转让技术的，应附报宁波市级以上科技主管部门出具的技术合同认定登记证明或提供由审批技术引进项目的国家有关部门及其授权的地方有关部门出具的技术转让合同批准文件原件和复印件；外国企业和外籍个人如委托境内企业申请办理备案手续，应提供委托书原件和复印件（如系外文的应翻译成中文）。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130425_203579.htm
提供国际货物运输代理服务的一般纳税人，如何差额扣除？,问：我单位是“营改增”试点地区一般纳税人，提供国际货物运输代理服务，从试点地区取得的增值税专用发票，可以进行差额扣除吗？,2013-04-25,答：不能。根据《财政部国家税务总局关于在上海市开展交通运输业和部分现代服务业营业税改征增值税试点的通知》（财税[2011]111号）附件二《交通运输业和部分现代服务业营业税改征增值税试点有关事项的规定》：试点纳税人中一般纳税人提供国际货物运输代理服务，按照国家有关营业税政策规定差额征收营业税的，其支付给试点纳税人的价款，取得增值税专用发票的，不得从其取得的全部价款和价外费用中扣除。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130425_203576.htm
预收货款或分期收款方式下如何确认纳税义务？,问：我公司是一般纳税人生产企业。采用订单式生产方式，与客户签订合同后，要求客户按合同付一定比例的预付款，合同即生效。请问按预收货款方式或分期收款方式确认纳税义务？,2013-04-25,答：根据《中华人民共和国增值税暂行条例实施细则》第三十八条第（三）、（四）项规定，采取分期收款方式销售货物，其增值纳税义务发生时间为书面合同约定的收款日期的当天。无书面合同或书面合同没有约定收款日期的，为货物发出当天。采取预收方式销售货物，为货物发出当天。你公司不属于上述二种销售方式。你公司的销售方式，应在发出商品时确认收入，并确认增值税纳税义务，在此前预收货款应确认为负债。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130425_203574.htm
装修公司提供装修劳务并同时销售装修材料，应如何交税？,问：装修公司提供装修劳务并同时销售装修材料，应如何交税？,2013-04-25,答：根据《增值税暂行条例实施细则》第七条规定，纳税人兼营非增值税应税项目的，应分别核算货物或者应税劳务的销售额和非增值税应税项目的营业额；未分别核算的，由主管税务机关核定货物或者应税劳务的销售额。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201304/t20130425_203571.htm
2012年企业所得税汇算清缴，必须要用CA证书的方式申报吗？,问：2012年企业所得税汇算清缴，必须要用CA证书的方式申报吗？,2013-03-25,答：2012年度企业所得税年度申报，有以下三种方式供选择，（一）通过宁波市国税局网上办税大厅申报。1、通过国税官网（www.nb-n-tax.gov.cn），进入办税服务厅登陆界面，2、直接点击https://web1.nb-n-tax.gov.cn/etax/login.jsp。（二）到主管税务机关办税服务厅自助服务区，进入网上办税大厅申报。（三）宁波市国税局网上办税大厅下载所得税年报申报离线表单，制成电子申报数据文件，到各主管税务机关的办税服务厅窗口申报。由于年报申报采用离线表单申报的形式，所有的企业都必须通过CA证书验证才能成功递交年报。因此，没有CA证书，纳税人必须到主管税务机关办税服务厅办理CA证书申请。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200102.htm
营改增税负变化申报表，每个企业必须申报吗？,问：请问营改增税负变化申报表，每个企业必须申报吗？,2013-03-25,答：根据《关于实施营业税改征增值税试点过渡性财政扶持政策的通知》（甬财政预[2012]1488号）以及《关于开展营业税改征增值税试点过渡性财政扶持资金管理工作的通知》（甬财政预[2012]1489号）文件要求，在营业税改征增值税试点以后，按照新税制（即试点政策）规定缴纳的增值税比按照老税制（即原营业税政策）规定计算的营业税确实有所增加的试点企业每月办理纳税申报、实际缴纳税款时，同步向税务机关报送营业税改征增值税试点税负变化情况。符合申报条件的企业，可在规定时间内向属地主管财政部门提出申请财政扶持资金，并提交相关资料。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200101.htm
“营改增”增加的税赋是否有财政扶持政策？,问：关于交通运输业实施营改增以来，我公司12月开始实施，现税赋增加2倍，现浙江省，上海，安徽等地都开始下发关于“关于实施营业税改征增值税试点期间过渡性扶持政策的通知”并已经给予财务补贴，请问下，我们慈溪是否有相关政策？,2013-03-25,答：根据《关于实施营业税改征增值税试点过渡性财政政策的通知》（甬财政预[2012]1488号）、《关于开展营业税改征增值税试点过渡性财政扶持资金管理工作的通知》（甬财政预[2012]1489号）文件规定，从2012年12月1日起，对全市营业税改征增值税试点过程中确因新老税制转换而增加税负的试点企业，可在规定时间内向属地主管财政部门提出申请财政扶持资金，申请条件如下：一、申报条件：申请财政扶持资金的基本条件是按月填报《宁波市营业税改征增值税试点企业税负变化表》且显示税负升高的试点企业。税负升高是指按照新税制规定缴纳的增值税比按照老税制规定计算的营业税确实有所增加。符合申报条件的企业，可在规定时间内向属地主管财政部门提出申请，并提交相关资料。二、申请财政扶持资金需报送的材料，包括：《关于申请财政扶持资金的报告》、《营业税改征增值税试点企业扶持资金申请/审核表》、逐月增值税纳税申报表（包括附表）复印件、同期资产负债表、利润表及现金流量表、增值税完税凭证复印件、税务登记证副本复印件、法定代表人或机构负责人身份证复印件、其他需报送的资料。三、受理时限：原则上按季受理试点企业财政扶持资金申请，受理时间为每个季度终了后30日内。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200100.htm
新办企业第一个月如何抄报税？,问：新办企业第一个月抄税要到大厅是吗？带IC卡，还要到什么？,2013-03-25,答：新办企业第一个月要在自己的增值税防伪税控系统防伪开票子系统先进行抄税，再带上IC卡到国税大厅进行报税。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200098.htm
报税盘损坏无法报税，应如何办？,问：我是营改增一般纳税人，本月可能是报税盘已损坏无法报税，应如何办？,2013-03-25,答：因报税盘质量等问题无法报税的，应更换报税盘。因硬盘损坏、更换金税盘等原因不能正常报税的，应提供已开具未向税务机关报税的专用发票记账联原件或者复印件，由主管税务机关补采开票数据。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200096.htm
请问融资租赁费可否在税前一次性扣除？,问：我公司融资租赁一台大型设备，请问融资租赁费可否在税前一次性扣除？,2013-03-25,答：不可以。根据《中华人民共和国企业所得税法实施条例》第四十七条规定，企业根据生产经营活动的需要租入固定资产支付的租赁费，按照以下方法扣除：1.以经营租赁方式租入固定资产发生的租赁费支出，按照租赁期限均匀扣除。2.以融资租赁方式租入固定资产发生的租赁费支出，按照规定构成融资租入固定资产价值的部分，应当提取折旧费用分期扣除。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200095.htm
退还的税款用于软件产品研发，是否还能享受加计扣除的优惠政策？,问：企业享受软件产品增值税即征即退政策所退还的税款用于软件产品研发，是否可以享受企业所得税加计扣除的优惠政策？,2013-03-25,答：不能享受。《财政部 国家税务总局关于进一步鼓励软件产业和集成电路产业发展企业所得税政策的通知》（财税〔2012〕27号）第五条规定，符合条件的软件企业按照《财政部 国家税务总局关于软件产品增值税政策的通知》（财税[2011]100号）规定取得的即征即退增值税款，由企业专项用于软件产品研发和扩大再生产并单独进行核算，可以作为不征税收入，在计算应纳税所得额时从收入总额中减除。根据《中华人民共和国企业所得税法实施条例》第二十八条规定，企业的不征税收入用于支出所形成的费用或者财产，不得扣除或者计算对应的折旧、摊销扣除。《国家税务总局关于印发<企业研究开发费用税前扣除管理办法（试行）>的通知》（国税发〔2008〕116号）第八条规定，法律、行政法规和国家税务总局规定不允许企业所得税前扣除的费用和支出项目，均不允许计入研究开发费用。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200094.htm
房屋租赁合同提前解除，原装修费用如何处理？,问：某公司与另一公司签订了房屋租赁合同，租期定为三年。承租一年后，双方因故解除了合同。租赁之初，该公司按用途对房屋进行装修改建，发生了一笔大额支出，公司已计入“长期待摊费用”科目，按三年摊销，目前合同已解除，还有两年的支出未摊销，应该怎样处理？,2013-03-25,答：企业所得税法第十三条规定，在计算应纳税所得额时，企业发生的下列支出作为长期待摊费用，按照规定摊销的，准予扣除：（一）已足额提取折旧的固定资产的改建支出；（二）租入固定资产的改建支出；（三）固定资产的大修理支出；（四）其他应当作为长期待摊费用的支出。企业所得税法实施条例规定，企业所得税法第十三条第（一）项和第（二）项所称固定资产的改建支出，是指改变房屋或者建筑物结构、延长使用年限等发生的支出。该公司对租赁房屋按用途改建，符合税法对改建支出的要求，发生的大额改建支出，按三年即合同年限摊销是符合税法规定的。对解除合同后未摊销完的支出，可以按照企业所得税法实施条例第六十八条第二款的规定，即第（二）项规定的支出，按照合同约定的剩余租赁期限分期摊销。因此，该公司因提前解除租赁合同而尚未税前扣除的改建支出，可在解除合同当年一次性税前扣除。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200092.htm
跨年度的预提工资小于实际发放工资，如何处理？,问：请教一个问题，当预提工资小于实际发放工资时，而时间有时跨年的，2013年1月是否可以补提？,2013-03-25,答：根据所得税法第八条及实施条例第三十四条规定，企业发放的工资薪金符合税前扣除条件应具备三个条件：一是实际发放；二是与取得收入有关；三是支出是合理的。其中合理的工资薪金确认的原则：一是企业制订了较为规范的员工工资薪金制度；二是企业招兵买马制订的工资薪金制度符合行业及地区水平；三是企业在一定时期发放的工资薪金是相对固定的，工资薪金的调整是有序进行的；四是企业对实际发放的工资薪金，已依法履行了代扣代缴个人所得税义务；五是有关工资薪金的安排，不以减少或逃避税款为目的。实际上，企业工资薪金支出原则实行了“收付实现制原则。具体参见国税函（2009）3号文件。考虑到企业工资发放的时间性差异，对于上年已计提而未实际发放的工资，如果在次年汇算清缴结束前已实际发放的，允许在计提所属年度按实际发放金额扣除。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200090.htm
企业整体出让涉及那些税收？,问：某公司将下属一分公司整体出让给另一公司B，出让中涉及的资产是否缴纳增值税和企业所得税？B公司以什么作为合法入帐凭证？,2013-03-25,答：根据《国家税务总局关于纳税人资产重组有关增值税问题的公告》规定，纳税人在资产重组过程中，通过合并、分立、出售、置换等方式将全部或者部分实物资产以及与其相关的债权、负责和劳动力一并边转让给其他单位和个人，不属于增值税的征税范围，其中涉及的货物转让，不征收增值税受让方不需要取得发票，凭双方签订的重组协议及收付款凭证作为货物入帐凭证。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200088.htm
变更营业地址后，增值税专用发票的开具是否有过渡期?,"问：我公司变更营业地址后,收到客户开具仍为旧营业地址的增值税进项发票,是否有过渡期?",2013-03-25,答：根据《中华人民共和国发票管理办法》的规定，发票的填开必须“全部联次一次性如实开具”。纳税人变更经营地址后，收到的增值税进项发票仍为变更前的经营地址，区别以下两种情况处理：如发票的填开时间在纳税人税务登记证变更前的，该发票在规定抵扣时限内可申报抵扣；如发票的填开时间在纳税人税务登记证变更后的，纳税人可将发票退还开票人重开发票。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200087.htm
承运方申请《通知单》需要提供哪些资料？,问：承运方申请《开具红字货物运输业增值税专用发票通知单》需要提供哪些资料？,2013-03-25,答：承运方申请《开具红字货物运输业增值税专用发票通知单》需要提供发票一式三联原件及记账联复印件，如为拒收情况则需要对方提供拒收证明、如为尚未交付则需提供冲红情况说明，携带公章到税务窗口手工填具《开具红字货物运输业增值税专用发票申请单》一式两份。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200086.htm
个体工商户能申请代开货运专用发票吗？,问：我单位是个体工商户，主要从事货物运输服务，“营改增”后，接收方索取货运专用发票的，能向主管税务机关申请代开货运专用发票吗？,2013-03-25,答：根据《国家税务总局关于营业税改征增值税试点有关税收征收管理问题的公告》（国家税务总局公告[2011]77号），小规模纳税人提供货物运输服务，接受方索取货运专用发票的，可向主管税务机关申请代开货运专用发票。你单位属于小规模纳税人，可以申请代开货运专用发票。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200083.htm
提供花卉租赁服务属于“营改增”范围吗？,问：我公司提供花卉租赁服务，属于“营改增”范围吗？,2013-03-25,答：根据《财政部国家税务总局关于在上海市开展交通运输业和部分现代服务业营业税改征增值税试点的通知》（财税[2011]111号）所附的《应税服务范围注释》，花卉租赁属于有形动产租赁服务，是此次“营改增”范围，但是如果是单纯的养护，则属于营业税范围。,http://old.nb-n-tax.gov.cn/bsfw/12366lx/rdwt/201303/t20130325_200080.htm
