title,desc,content,url
物业公司收取的取暖费税收问题,问：小区自备锅炉供暖向业主收取的取暖费是否免税？是否应该缴纳营业税？如何计算？,答：小区自备锅炉供暖向业主收取的取暖费，属于增值税应税范围。如物业公司具备供暖企业资质，则可享受免征增值税的优惠；如不具备，则按规定缴纳增值税。  物业公司收取的暖气费，物业公司如为小规模企业收取的所有费用/（1+----3%）换算为不含税销售额，按照3%征收率缴纳增值税；如为一般纳税人收取的所有费用/（1+17%）换算为不含税销售额，按照17%税率缴纳增值税。     根据《财政部 国家税务总局关于继续执行供热企业增值税 房产税 城镇土地使用税优惠政策的通知》（财税[2011]118号）规定：“为保障居民供热采暖，经国务院批准，现将‘三北’地区供热企业（以下称供热企业）增值税、房产税、城镇土地使用税政策通知如下： 一、自2011年供暖期至2015年12月31日，对供热企业向居民个人（以下称居民）供热而取得的采暖费收入继续免征增值税。向居民供热而取得的采暖费收入，包括供热企业直接向居民收取的、通过其他单位向居民收取的和由单位代居民缴纳的采暖费。 免征增值税的采暖费收入，应当按照《中华人民共和国增值税暂行条例》第十六条的规定单独核算。通过热力产品经营企业向居民供热的热力产品生产企业，应当根据热力产品经营企业实际从居民取得的采暖费收入占该经营企业采暖费总收入的比例确定免税收入比例。 本条所述供暖期，是指当年下半年供暖开始至次年上半年供暖结束的期间。 ……     三、本通知所述供热企业，是指热力产品生产企业和热力产品经营企业。热力产品生产企业包括专业供热企业、兼营供热企业和自供热单位。 四、本通知所称‘三北’地区，是指北京市、天津市、河北省、山西省、内蒙古自治区、辽宁省、大连市、吉林省、黑龙江省、山东省、青岛市、河南省、陕西省、甘肃省、青海省、宁夏回族自治区和新疆维吾尔自治区。”  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=20SJ07IJ1F6E833M1MA9NG8SXBLLTU9I
防伪税控,问：一般纳税人（防伪税控企业）整体转让，用原企业名称和纳税人识别号，只改变法人，请问 防伪税控怎么办理转让,答：企业变更法人，需在营业执照变更后至主管税务机关，申请变更税务登记，在变更过程中，税务机关会对企业进行稽查，在变更登记完毕后，企业持防伪税控设备及其他资料至主管局信息中心重写信息。,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=AB1V5CDM2API78NO5LNVZNIGHSCET93
2013版利润表中的本期金额    上期金额怎么填,问：2013版利润表中的本期金额 上期金额怎么填,答：2013版财务报表分小企业会计准则类和企业会计准则类，按您提供的信息应该是企业会计准则类财务报表中的利润表，按照《企业会计准则第32号——中期财务报告（2006）》第十二条规定，利润表的“本期金额”（《 2013 金融企业财务会计报表（担保类）》中《利润表及利润分配表》的本年数）填写纳税人年初至本报告期末损益变动情况，“上期 ( 年 ) 金额”（《 2013 金融企业财务会计报表（担保类）》的《利润表及利润分配表》的上年数）填写该纳税人上年同期可比数字。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=EQ4ZT47PXGPLFVRCKHEER9QOCNMZZ8I2
来料加工征税,问：请问来料加工如何征税，我们的办理手册时出口金额报大了，现在没有获得那么多加工费，报关单也没办法改了，现在应该怎么办？,答：来料加工可能涉及出口企业及加工企业，鉴于来料加工业务比较特殊，您提供的信息不够清晰，为保证您得到的信息准确，建议您直接拨打陕西国税12366热线或国税进出口税收管理处综合科 （029-88222036-601）进行详细咨询。   ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=OH589U88NOZYVLY3H5JA1AHAWM66Z9H0
该笔业务如何缴税？,问：当地政府为保障“救灾救济”而与我粮食生产加工企业（非国有）签订一份粮食储备合同。由于当年未使用储备粮，第二年政府支付给我企业含有贷款利息、倒库费、仓储费等款项一笔（我公司购进粮食进行仓储，可能会放好多年，直到政府使用。政府会每年支付一定的费用）。 1、因为销售未实现，该笔款项是否能确认为增值税价外费用？还是缴纳营业税？ 2、如果确认为增值税价外费用，如第4年销售实现，那么价外费用是按年缴纳？还是第4年汇总一并缴纳？还是只缴纳第4年这一年的？,答：如签订的是销售合同，贷款利息、倒库费、仓储费等款项作为合同附属条款时，应作为增值税价外费用。  如当时并未签订销售合同，在使用储备粮时才签订销售合同，现在签订的是贷款利息、倒库费、仓储费等款项的合同，则应确认为营业税收入。同时，在2013 年8 月1 日营改增后，仓储劳务将属于增值税应税项目。  关于收入确认时间，根据增值税暂行条例 第十九条　增值税纳税义务发生时间：  （一）销售货物或者应税劳务，为收讫销售款项或者取得索取销售款项凭据的当天；先开具发票的，为开具发票的当天。  根据增值税暂行条例实施细则　第三十八条　条例第十九条第一款第（一）项规定的收讫销售款项或者取得索取销售款项凭据的当天，按销售结算方式的不同，具体为：  　　（一）采取直接收款方式销售货物，不论货物是否发出，均为收到销售款或者取得索取销售款凭据的当天；  　　（二）采取托收承付和委托银行收款方式销售货物，为发出货物并办妥托收手续的当天；  　　（三）采取赊销和分期收款方式销售货物，为书面合同约定的收款日期的当天，无书面合同的或者书面合同没有约定收款日期的，为货物发出的当天；  　　（四）采取预收货款方式销售货物，为货物发出的当天，但生产销售生产工期超过12 个月的大型机械设备、船舶、飞机等货物，为收到预收款或者书面合同约定的收款日期的当天；  　　（五）委托其他纳税人代销货物，为收到代销单位的代销清单或者收到全部或者部分货款的当天。未收到代销清单及货款的，为发出代销货物满180 天的当天；  　　（六）销售应税劳务，为提供劳务同时收讫销售款或者取得索取销售款的凭据的当天；  　　（七）纳税人发生本细则第四条第（三）项至第（八）项所列视同销售货物行为，为货物移送的当天。  因咨询人提供的信息比较模糊，难以确定该合同纳税义务发生时间，建议咨询人直接拨打12366 咨询或能够提供联系方式，以便进一步详实发生业务的信息。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=2L42OPRKMR309Z3HNNNEKA9IG5HEMX7W
关于外商投资企业享受企业所得税优惠问题的咨询,问：按现行工商登记办法，外资比例低于25%也可登记为外商投资企业。两法合并后，外资比例低于25%的外商投资企业能否享受相关企业所得税优惠政策？（两法合并之前，外商投资比例低于25%不可享受相关企业所得税优惠政策）。如：在享受西部大开发所得税优惠时，外资比例低于25%的外商投资企业应适用于《外商投资产业指导目录》还是《产业结构调整指导目录》？,答：两法合并前 外商投资比例低于25% 不可享受相关企业所得税优惠政策的文件已全文失效，文件号 国税函〔2003 〕422 号；企业所得税法及其实施条例实施后，企业享受企业所得税税收优惠的区分条件不以内资企业或外商投资企业为标准，按照各企业所得税税收优惠政策规定的条件为标准。  对于西部大开发企业所得税优惠，享受条件即为国家税务总局公告2012 年第12 号第一条，自2011 年1 月1 日至2020 年12 月31 日，对设在西部地区以《西部地区鼓励类产业目录》中规定的产业项目为主营业务，且其当年度主营业务收入占企业收入总额70 ％以上的企业，经企业申请，主管税务机关审核确认后，可减按15 ％税率缴纳企业所得税。上述所称收入总额，是指《企业所得税法》第六条规定的收入总额。因此，外商投资企业符合规定条件时，即可享受此优惠。   在《西部地区鼓励类产业目录》公布前，企业符合《产业结构调整指导目录（2005 年版）》、《产业结构调整指导目录（2011 年版）》、《外商投资产业指导目录（2007 年修订）》和《中西部地区优势产业目录（2008 年修订）》范围的，经税务机关确认后，其企业所得税可按照15 ％税率缴纳。《西部地区鼓励类产业目录》公布后，已按15% 税率进行企业所得税汇算清缴的企业，若不符合本公告第一条规定的条件，可在履行相关程序后，按税法规定的适用税率重新计算申报。  对于外资比例低于25% 的外商投资企业，应适用于《外商投资产业指导目录》还是《产业结构调整指导目录》，如果企业从事的生产经营项目属于《产业结构调整指导目录》限制类条目的，适用《产业结构调整指导目录》；如果从事的生产经营项目不属于《产业结构调整指导目录》限制类条目的，则适用《外商投资产业指导目录》。  具体以主管局要求为准。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=3O1VF1DDRM0Y1BBN67K0FBDX9OLRI9KK
关于外商投资企业享受企业所得税优惠问题的咨询,问：按现行工商登记办法，外资比例低于25%也可登记为外商投资企业。两法合并后，外资比例低于25%的外商投资企业能否享受相关企业所得税优惠政策？（两法合并之前，外商投资比例低于25%不可享受相关企业所得税优惠政策）。如：在享受西部大开发所得税优惠时，外资比例低于25%的外商投资企业应适用于《外商投资产业指导目录》还是《产业结构调整指导目录》？,答：两法合并前 外商投资比例低于25% 不可享受相关企业所得税优惠政策的文件已全文失效，文件号 国税函〔2003 〕422 号；企业所得税法及其实施条例实施后，企业享受企业所得税税收优惠的区分条件不以内资企业或外商投资企业为标准，按照各企业所得税税收优惠政策规定的条件为标准。  对于西部大开发企业所得税优惠，享受条件即为国家税务总局公告2012 年第12 号第一条，自2011 年1 月1 日至2020 年12 月31 日，对设在西部地区以《西部地区鼓励类产业目录》中规定的产业项目为主营业务，且其当年度主营业务收入占企业收入总额70 ％以上的企业，经企业申请，主管税务机关审核确认后，可减按15 ％税率缴纳企业所得税。上述所称收入总额，是指《企业所得税法》第六条规定的收入总额。因此，外商投资企业符合规定条件时，即可享受此优惠。   在《西部地区鼓励类产业目录》公布前，企业符合《产业结构调整指导目录（2005 年版）》、《产业结构调整指导目录（2011 年版）》、《外商投资产业指导目录（2007 年修订）》和《中西部地区优势产业目录（2008 年修订）》范围的，经税务机关确认后，其企业所得税可按照15 ％税率缴纳。《西部地区鼓励类产业目录》公布后，已按15% 税率进行企业所得税汇算清缴的企业，若不符合本公告第一条规定的条件，可在履行相关程序后，按税法规定的适用税率重新计算申报。  对于外资比例低于25% 的外商投资企业，应适用于《外商投资产业指导目录》还是《产业结构调整指导目录》，如果企业从事的生产经营项目属于《产业结构调整指导目录》限制类条目的，适用《产业结构调整指导目录》；如果从事的生产经营项目不属于《产业结构调整指导目录》限制类条目的，则适用《外商投资产业指导目录》。  具体以主管局要求为准。  ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=C22PRGEM4DXT7BYQPNPE1PWXEKRQPV18
领用何种发票,问：我单位是煤炭运销企业，并是一个国有控股企业，本地区实行港口统一销售的政策（市政府规定），所以凡是通过港口销售煤的必须通过我们单位的户头，所以每家运户销售客户的煤先由我单位开出销售发票，运户再经我们开销售发票，是平进平出，另外我单位又向运户（供应商）收取2元/吨的调运服务费，现在税务局认定我们收取的这部分费用是平销反利，要做进项税转出，之前我们是开的地方税务局的服务性发票，国税局的工作人说以后要用国税局的普通发票，请问我应该领用税局的何种发票？项目的内容填什么？申报表如何填列？,答：您好！ 根据《国家税务总局关于商业企业向货物供应方收取的部分费用征收流转税问题的通知》（国税发〔2004〕136号）规定：“一、商业企业向供货方收取的部分收入，按照以下原则征收增值税或营业税： （二）对商业企业向供货方收取的与商品销售量、销售额挂钩（如以一定比例、金额、数量计算）的各种返还收入，均应按照平销返利行为的有关规定冲减当期增值税进项税金，不征收营业税。 二、商业企业向供货方收取的各种收入，一律不得开具增值税专用发票。” 根据有关规定，该收入不需要单独开具发票，只需要在收取当期向主管税务机关申请开具《红字通知单》，并做进项税额转出。转出当期在申报表附表二第13栏“本期进项税转出额”栏和第21栏“红字专用发票通知单注明的进项税额”栏填写。 以上供参考，具体以主管税务机关意见为准。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=1MD2OJZBLZK6KFL1E89RF4U886OEJKK
2012款别克凯越AT版不含税金额多少,问：2012款别克凯越AT版不含税金额多少,答：一、购买自用车辆纳税人申报车购税的计税依据一般按应税车辆全部价款确定，具体指：购买自用车辆为纳税人支付给销售者的全部价款和价外费用，不包括增值税税款； 二、根据《中华人民共和国车辆购置税暂行条例》（中华人民共和国国务院令第294号）第七条规定：“国家税务总局参照应税车辆市场平均交易价格，规定不同类型应税车辆的最低计税价格。 纳税人购买自用或者进口自用应税车辆，申报的计税价格低于同类型应税车辆的最低计税价格，又无正当理由的，按照最低计税价格征收车辆购置税。” 三、具体每种车型的最低计税价格，12366热线没有相关资料，请您向主管税务机关咨询。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=9M22CLU3TP3FQM36HBIMOLU3CO8NK1Y6
向消费者个人零售小额商品或者提供小额服务的，如何开具开具发票,问：中华人民共和国发票管理办法实施细则第二十五条规定：“　向消费者个人零售小额商品或者提供零星服务的，是否可免予逐笔开具发票，由省税务机关确定。”，在实际经营中应如何把握，特别是对小额消费者，他们也不涉及报账，只作为证明的，是否可开具临时收据，,答：    按照《陕西省国家税务局普通发票管理暂行规定》（陕国税发【2002】81号）第十八条 第三款规定：“向消费者个人零售小额商品或提供零星服务（100元以内）的，可汇总开具普通发票，并附汇总清单”,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=NUBXHM6UKTIDK15ZHZ7TFQSO26WQ8JDN
我们的面粉企业该如何收购小麦？,问：我们是一家面粉厂（属一般纳税人），需长年大量收购小麦。但当地国税局要求，售粮人必须提供身份证（复印件）和村委会出具的售粮人自产证明，否则，开具的收购发票不允许抵扣进项税。这无异于断我们的原料，或者无异于让我们去打点“活动”。我们认为，制定政策必须从切合实际，制定符合国家、符合企业、符合售粮人的三方共同都能接受的办法。现在的收购形势已经发生了很大变化，我们严格执行政策吧售粮人嫌繁琐，不在企业交售，企业的粮源没了。不执行他们的要求我们又没有办法经营，我们该怎么办？我们想请问的是陕西省国税局的领导，直至国家税务总局的领导。我们该怎么办？急盼答复。急急急！,答：您好，针对您咨询的问题，我们及时与省局货物和劳务税处、征管和科技发展处主管人员进行联系，关于购进农产品增值税抵扣的问题，严格按照《中华人民共和国增值税暂行条例》第八条第三款执行。 关于向售粮人开具的收购发票，国家税务总局和省国税局没有出台政策要求售粮人必须提供身份证和自产证明，但是由于这种行为同时涉及农业生产者销售的自产农产品免征增值税的问题（暂行条例十五条），收购发票的开具管理历来就是税收征管的薄弱环节之一，各地市国税局以及您的主管国税机关在不违背法律法规规定的前提下，可能会有相应的管理措施出台，所以关于具体的政策依据或文件，还是建议您咨询主管国税机关。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=I56B9H7E2K8AVK5P6FC861O0Z1NOQ6Z5
发票查询,问：请问陕西的增值税发票在哪个名目下可以查询,答：请详细说明发票种类与要查询的内容 取得的增值税专用发票必须要经过税务机关认证才可以抵扣；网络版普通发票可以在陕西省国税局网站“办税服务 > 涉税查询 > 发票信息查询”模块查询发票的流向和开票信息；也可以通过拨打12366纳税服务热线查询发票流向或者请就近的税务机关协助鉴定发票真伪 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=HREVDCU9NCEH0A82TPRHF0K5EME09WFL
企业所得税扣除项目,问：陕西省国税局：请问在企业所得税扣除项目中，烟草企业在2011年的广告和业务招待费，是否可以按规定比例税前列支？,答：鉴于《财政部 国家税务总局关于部分行业广告费和业务宣传费税前扣除政策的通知》（财税[2009]72号）文件已经到期，新的政策尚未出台，经请示国家税务总局，烟草企业的烟草广告费和业务宣传费支出，原则上仍不能扣除。关于该问题的详细解释，敬请等待新政策出台，或咨询您的主管国税机关。 关于业务招待费，可按企业所得税相关政策规定予以扣除。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=N2KC9XUIL0L16R8DBOYHT2E2WGOFZVAV
省内分支机构如何办理企业所得税汇总缴纳手续,问：我公司西安草滩牧业有限公司于2011年4月注册成立，注册地西安草滩生态产业园尚稷路8号2号楼2层，是总机构，属于西安经开分局。 我公司于2011年6月与陕西省渭南市华阴市注册两个非法人分支机构。华阴当地的国税所要求我们在西安总机构办理汇总缴纳企业所得税的认证手续。西安经开分局根据国税【2008】28号文国家税务总局关于印发《跨地区经营汇总纳税企业所得税征收管理暂行办法》的通知的精神认为没跨省不需要办理什么手续。 但华阴当地的国税所要求一定要办。请问需要办理手续吗？在哪里办理？怎么办理？ 谢谢,答：按照相关规定，2008年1月1日以后新办企业的所得税由总机构汇总缴纳，总分机构在同一省的，不需要办理汇总缴纳手续。,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=L59J8L50W942SZV7I578T99H526IWYGX
烟酒专营店上什么税,问：你好，烟酒专营店核定征收上什么税种？领用何种发票请指教，谢谢。,答：一、烟酒专营店在国税缴纳增值税，如果是企业性质还应缴纳企业所得税。 二、另外根据《财政部 国家税务总局关于调整烟产品消费税政策的通知》（财税〔2009〕84号）规定，在卷烟批发环节加征一道从价税，适用税率为5%。如果您涉及卷烟批发，还应缴纳相应的消费税。 三、领用增值税普通发票，发票的种类、数量、金额版等应根据您的实际经营情况确定，具体请咨询主管税务机关。 ,http://www.sn-n-tax.gov.cn/portal/jsp/portal/interaction/zxzx/zxzx_result.jsp?siteCategoryCode=003001007&styleName=blue&contentId=FHK4JW9LY1H4Z7ZWT9MZHFH9RZCAJE2B
